Date,FuzzedDescription,UnitsSold,PricePerUnitPounds,RevenuePounds,K-Means_Cluster,DBScan,HDBScan,Spectral-Cluster
2010-09-14,paper bunting retro spots,5,3.94,19.7,0,2,6,4
2010-09-14,paper chain kit retro spot,15,2.95,44.25,0,2,6,4
2010-09-14,pink 3 piece mini dots cutlery set,10,3.75,37.5,9,2,6,4
2010-09-14,pink blue felt craft trinket box,62,1.43,88.66,12,1,10,2
2010-09-14,pink doughnut trinket pot,25,2.22,55.5,2,1,11,2
2010-09-14,plasters in tin circus parade,33,1.65,54.45,8,0,4,1
2010-09-14,plasters in tin skulls,25,1.65,41.25,8,0,4,1
2010-09-14,plasters in tin spaceboy,32,1.65,52.8,8,0,4,1
2010-09-14,plasters in tin strongman,20,1.65,33.0,8,0,4,1
2010-09-14,plasters in tin vintage paisley,74,1.81,133.94,8,0,4,1
2010-09-14,plasters in tin woodland animals,38,1.65,62.7,8,0,4,1
2010-09-14,potting shed tea mug,36,1.25,45.0,6,2,5,6
2010-09-14,recycling bag retrospot,6,3.16,18.96,6,2,5,6
2010-09-14,red gingham rose jewellery box,11,1.65,18.15,2,1,-1,2
2010-09-14,red spot ceramic drawer knob,24,1.25,30.0,6,2,5,6
2010-09-14,red spotty bowl,75,1.52,114.0,3,0,7,7
2010-09-14,red spotty charlotte bag,50,0.85,42.5,5,0,8,5
2010-09-14,red spotty oven glove double,2,1.25,2.5,3,0,7,7
2010-09-14,red spotty round cake tins,2,9.95,19.9,3,0,7,7
2010-09-14,red spotty shopper bag,2,1.9,3.8,3,0,8,7
2010-09-14,red toadstool led night light,24,1.65,39.6,7,1,-1,8
2010-09-14,regency cakestand 3 tier,73,11.14,813.22,6,2,6,4
2010-09-14,retro spot cake stand,14,13.52,189.28,6,2,5,6
2010-09-14,retro spot large milk jug,3,4.95,14.85,6,2,5,6
2010-09-14,retro spot small milk jug,10,3.39,33.9,6,2,5,6
2010-09-14,retro spot sugar jam bowl,10,3.39,33.9,6,2,5,6
2010-09-14,retro spot tea set ceramic 11 pc,18,4.95,89.1,6,2,5,6
2010-09-14,retro spot traditional teapot,9,7.95,71.55,6,2,5,6
2010-09-14,retro spots butter dish,2,4.95,9.9,6,2,5,6
2010-09-14,rex cashcarry jumbo shopper,2,0.9500000000000001,1.9,5,0,8,5
2010-09-14,ribbon reel spots design,31,1.65,51.15,0,2,6,4
2010-09-14,round container set of 5 retrospot,12,1.65,19.8,6,2,5,6
2010-09-14,round snack boxes set 4 fruits,1,5.91,5.91,9,2,-1,4
2010-09-14,scottie dog hot water bottle,8,4.95,39.6,12,1,-1,2
2010-09-14,set 12 retro white chalk sticks,2,0.42,0.84,0,2,-1,4
2010-09-14,set of 3 heart cookie cutters,14,1.88,26.32,2,1,11,2
2010-09-14,set of 36 paisley flower doilies,24,1.45,34.8,9,2,6,4
2010-09-14,set of 36 teatime paper doilies,24,1.45,34.8,9,2,6,4
2010-09-14,set of 72 pink heart paper doilies,24,1.45,34.8,9,2,6,4
2010-09-14,set of 72 retro spot paper doilies,24,1.45,34.8,9,2,6,4
2010-09-14,set10 pink spotty party candles,87,1.4100000000000001,122.67,3,0,7,7
2010-09-14,set20 red spotty paper napkins,31,1.12,34.72,3,0,7,7
2010-09-14,set5 red spotty lid glass bowls,10,2.95,29.5,3,0,7,7
2010-09-14,set6 purple butterfly tlights,6,2.1,12.6,7,1,12,8
2010-09-14,small glass heart trinket pot,24,2.1,50.4,2,1,11,2
2010-09-14,small popcorn holder,12,0.85,10.2,7,1,12,8
2010-09-14,space boy birthday card,24,0.42,10.08,11,1,-1,11
2010-09-14,strawberry ceramic trinket box,12,1.25,15.0,2,1,-1,2
2010-09-14,strawberry charlotte bag,20,0.85,17.0,5,0,8,5
2010-09-14,strawberry lunchbox with cutlery,12,2.55,30.6,9,2,6,4
2010-09-14,swallows greeting card,48,0.42,20.16,11,1,9,11
2010-09-14,sweetheart ceramic trinket box,24,1.25,30.0,2,1,11,2
2010-09-14,tea bag plate red spotty,16,0.85,13.6,3,0,7,7
2010-09-14,tea time tea towels,30,2.95,88.5,9,0,-1,4
2010-09-14,toy tidy pink retrospot,5,2.1,10.5,6,2,5,6
2010-09-14,toy tidy spaceboy,5,2.1,10.5,8,0,8,1
2010-09-14,victorian glass hanging tlight,12,1.25,15.0,7,1,12,8
2010-09-14,victorian sewing box large,2,19.12,38.24,2,1,-1,11
2010-09-14,vintage heads and tails card game,12,1.25,15.0,11,1,9,11
2010-09-14,vintage snap cards,37,1.05,38.85,11,1,-1,11
2010-09-14,vintage union jack bunting,10,8.5,85.0,11,1,-1,11
2010-09-14,white hanging heart tlight holder,247,2.81,694.07,7,1,12,8
2010-09-14,white spot red ceramic drawer knob,28,1.25,35.0,6,2,5,6
2010-09-14,white wood garden plant ladder,3,9.95,29.85,0,1,3,10
2010-09-14,wood black board ant white finish,7,8.23,57.61,0,1,3,10
2010-09-14,wood s3 cabinet ant white finish,2,7.95,15.9,0,1,3,10
2010-09-14,wooden box of dominoes,24,1.25,30.0,0,1,-1,10
2010-09-14,wooden frame antique white,10,2.95,29.5,0,1,3,10
2010-09-14,wooden picture frame white finish,19,3.18,60.42,0,1,3,10
2010-09-14,wooden school colouring set,32,1.65,52.8,0,1,3,10
2010-09-14,woodland charlotte bag,31,1.25,38.75,5,0,8,5
2010-09-14,zinc metal heart decoration,36,1.25,45.0,7,1,12,8
2010-09-15,12 pencils small tube red spotty,96,0.65,62.4,3,0,7,7
2010-09-15,12 pencils tall tube posy,39,0.85,33.15,9,0,-1,7
2010-09-15,12 pencils tall tube woodland,24,0.85,20.4,9,0,-1,7
2010-09-15,6 ribbons rustic charm,36,1.65,59.4,0,2,6,4
2010-09-15,60 teatime fairy cake cases,388,0.53,205.64,1,3,2,9
2010-09-15,72 sweetheart fairy cake cases,436,0.52,226.72,1,3,2,9
2010-09-15,airline bag vintage jet set red,4,4.25,17.0,5,0,8,5
2010-09-15,antique silver tea glass etched,66,1.25,82.5,0,1,-1,10
2010-09-15,assorted colour bird ornament,203,1.63,330.89,7,1,-1,8
2010-09-15,bag 500g swirly marbles,2,0.85,1.7000000000000002,5,0,8,5
2010-09-15,baking set 9 piece retrospot,15,4.95,74.25,6,2,5,6
2010-09-15,baking set spaceboy design,12,4.95,59.4,8,0,-1,1
2010-09-15,bathroom metal sign,84,0.91,76.44,4,4,0,0
2010-09-15,beware of the cat metal sign,1,1.69,1.69,4,4,0,0
2010-09-15,blue happy birthday bunting,1,5.45,5.45,0,1,-1,10
2010-09-15,blue spotty cup,160,0.9,144.0,3,0,7,7
2010-09-15,ceramic cake bowl hanging cakes,2,2.95,5.9,7,1,12,8
2010-09-15,ceramic cake design spotted mug,65,2.11,137.15,6,2,5,6
2010-09-15,charlotte bag pinkwhite spots,21,1.12,23.52,5,0,8,5
2010-09-15,charlotte bag suki design,21,1.12,23.52,5,0,8,5
2010-09-15,childs apron spaceboy design,24,1.9500000000000002,46.8,8,-1,-1,1
2010-09-15,chocolate this way metal sign,3,3.16,9.48,4,4,0,0
2010-09-15,colour glass tlight holder hanging,64,0.65,41.6,7,1,12,8
2010-09-15,cook with wine metal sign,156,1.82,283.92,4,4,0,0
2010-09-15,cream cupid hearts coat hanger,12,3.25,39.0,7,1,12,8
2010-09-15,cream heart card holder,16,3.95,63.2,2,1,11,2
2010-09-15,door mat fairy cake,4,7.95,31.8,10,5,1,3
2010-09-15,door mat red spot,67,7.65,512.55,10,5,1,3
2010-09-15,door mat union flag,5,7.95,39.75,10,5,1,3
2010-09-15,doormat hearts,2,7.95,15.9,10,5,1,3
2010-09-15,doorstop retrospot heart,4,3.75,15.0,6,2,5,6
2010-09-15,edwardian parasol black,12,5.95,71.4,11,1,9,11
2010-09-15,edwardian parasol natural,63,5.45,343.35,11,1,9,11
2010-09-15,fairy cake notebook a5 size,40,0.78,31.2,1,3,2,9
2010-09-15,fancy font birthday card,25,0.42,10.5,11,1,-1,11
2010-09-15,feltcraft 6 flower friends,12,2.1,25.2,12,1,10,2
2010-09-15,feltcraft butterfly hearts,1,1.45,1.45,12,1,10,2
2010-09-15,feltcraft cushion rabbit,3,3.75,11.25,12,1,10,2
2010-09-15,grand chocolatecandle,9,1.45,13.05,4,4,0,0
2010-09-15,grey floral feltcraft shoulder bag,1,3.75,3.75,12,1,10,2
2010-09-15,hanging heart zinc tlight holder,597,1.22,728.34,7,1,12,8
2010-09-15,hanging metal star lantern,10,1.65,16.5,7,1,12,8
2010-09-15,heart filigree dove small,51,1.25,63.75,2,1,-1,2
2010-09-15,heart ivory trellis small,63,1.25,78.75,2,1,11,2
2010-09-15,heart of wicker large,98,2.89,283.22,2,1,11,2
2010-09-15,hook 3 hanger magic garden,108,1.25,135.0,7,1,12,8
2010-09-15,hook 5 hanger magic toadstool,468,1.55,725.4,7,1,12,8
2010-09-15,hot water bottle tea and sympathy,12,3.95,47.4,12,1,-1,2
2010-09-15,ivory hanging decoration heart,34,0.98,33.32,7,1,12,8
2010-09-15,jumbo bag baroque black white,73,1.9500000000000002,142.35,5,0,8,5
2010-09-15,jumbo bag pink vintage paisley,14,3.08,43.12,5,0,8,5
2010-09-15,jumbo bag pink with white spots,50,1.9500000000000002,97.5,5,0,8,5
2010-09-15,jumbo bag scandinavian paisley,12,3.08,36.96,5,0,8,5
2010-09-15,jumbo bag spaceboy design,130,1.88,244.4,5,0,8,5
2010-09-15,jumbo bag strawberry,84,2.27,190.68,5,0,8,5
2010-09-15,jumbo bag toys,173,2.17,375.41,5,0,8,5
2010-09-15,jumbo shopper vintage red paisley,64,2.4,153.6,5,0,8,5
2010-09-15,jumbo storage bag skulls,20,1.9500000000000002,39.0,5,0,8,5
2010-09-15,key fob shed,3,0.65,1.9500000000000002,4,4,0,0
2010-09-15,large heart measuring spoons,22,0.85,18.7,2,1,11,2
2010-09-15,large popcorn holder,24,1.65,39.6,7,1,12,8
2010-09-15,love building block word,2,5.95,11.9,2,1,11,8
2010-09-15,lovebird hanging decoration white,32,1.12,35.84,7,1,12,8
2010-09-15,lunch bag black skull,60,1.65,99.0,8,0,8,1
2010-09-15,lunch bag cars blue,43,1.65,70.95,8,0,8,1
2010-09-15,lunch bag red spotty,181,1.6099999999999999,291.41,3,0,8,7
2010-09-15,lunch bag woodland,5,1.65,8.25,8,0,8,1
2010-09-15,lunchbag pink retrospot,52,2.02,105.04,6,2,5,6
2010-09-15,lunchbag spaceboy design,30,1.65,49.5,8,0,8,1
2010-09-15,lunchbag suki design,30,1.65,49.5,8,0,8,1
2010-09-15,magic drawing slate spaceboy,24,0.42,10.08,8,0,-1,1
2010-09-15,memo board cottage design,4,4.95,19.8,0,-1,-1,10
2010-09-15,memo board retrospot design,1,4.95,4.95,6,2,5,6
2010-09-15,mini cake stand hanging strawbery,11,8.62,94.82,7,1,12,8
2010-09-15,no singing metal sign,12,2.1,25.2,4,4,0,0
2010-09-15,pack 20 english rose paper napkins,12,0.85,10.2,9,2,6,4
2010-09-15,pack of 12 hearts design tissues,24,0.29,6.96,1,3,2,9
2010-09-15,pack of 6 birdy gift tags,36,1.25,45.0,1,3,2,9
2010-09-15,pack of 6 pannetone gift boxes,11,2.55,28.05,1,3,2,9
2010-09-15,pack of 60 dinosaur cake cases,408,0.51,208.08,1,3,2,9
2010-09-15,pack of 60 mushroom cake cases,5,0.55,2.75,1,3,2,9
2010-09-15,pack of 60 pink paisley cake cases,385,0.75,288.75,1,3,2,9
2010-09-15,pack of 60 spaceboy cake cases,504,0.46,231.84,1,3,2,9
2010-09-15,pack of 72 retro spot cake cases,417,0.65,271.05,1,3,2,9
2010-09-15,pack of 72 skull cake cases,8,0.55,4.4,1,3,2,9
2010-09-15,paper bunting retro spots,19,3.69,70.11,0,2,6,4
2010-09-15,paper chain kit retro spot,52,2.8200000000000003,146.64,0,2,6,4
2010-09-15,pink 3 piece mini dots cutlery set,192,3.68,706.56,9,2,6,4
2010-09-15,pink blue felt craft trinket box,36,1.25,45.0,12,1,10,2
2010-09-15,pink doughnut trinket pot,1,3.36,3.36,2,1,11,2
2010-09-15,plasters in tin circus parade,6,1.65,9.9,8,0,4,1
2010-09-15,plasters in tin skulls,6,1.65,9.9,8,0,4,1
2010-09-15,plasters in tin spaceboy,132,1.58,208.56,8,0,4,1
2010-09-15,plasters in tin vintage paisley,1,1.65,1.65,8,0,4,1
2010-09-15,plasters in tin woodland animals,106,1.55,164.3,8,0,4,1
2010-09-15,pottering in the shed metal sign,12,1.9500000000000002,23.4,4,4,0,0
2010-09-15,potting shed tea mug,72,1.06,76.32,6,2,5,6
2010-09-15,recycling bag retrospot,19,2.1,39.9,6,2,5,6
2010-09-15,red gingham rose jewellery box,100,1.62,162.0,2,1,-1,2
2010-09-15,red spot ceramic drawer knob,44,1.25,55.0,6,2,5,6
2010-09-15,red spotty biscuit tin,26,3.5,91.0,3,0,7,7
2010-09-15,red spotty bowl,16,1.25,20.0,3,0,7,7
2010-09-15,red spotty charlotte bag,141,0.99,139.59,5,0,8,5
2010-09-15,red spotty oven glove double,20,1.25,25.0,3,0,7,7
2010-09-15,red spotty round cake tins,18,9.62,173.16,3,0,7,7
2010-09-15,red spotty shopper bag,122,1.62,197.64,3,0,8,7
2010-09-15,red toadstool led night light,36,1.65,59.4,7,1,-1,8
2010-09-15,regency cakestand 3 tier,72,13.31,958.32,6,2,6,4
2010-09-15,retro spot small milk jug,6,2.55,15.3,6,2,5,6
2010-09-15,retro spot storage jar,4,3.75,15.0,6,2,5,6
2010-09-15,retro spot tea set ceramic 11 pc,26,4.95,128.7,6,2,5,6
2010-09-15,retro spot traditional teapot,13,11.96,155.48,6,2,5,6
2010-09-15,retro spots butter dish,3,4.95,14.85,6,2,5,6
2010-09-15,rex cashcarry jumbo shopper,9,0.9500000000000001,8.55,5,0,8,5
2010-09-15,ribbon reel spots design,15,1.65,24.75,0,2,6,4
2010-09-15,round container set of 5 retrospot,72,1.58,113.76,6,2,5,6
2010-09-15,scottie dog hot water bottle,5,6.47,32.35,12,1,-1,2
2010-09-15,set of 36 teatime paper doilies,12,1.45,17.4,9,2,6,4
2010-09-15,set of 72 pink heart paper doilies,26,1.96,50.96,9,2,6,4
2010-09-15,set of 72 retro spot paper doilies,12,1.45,17.4,9,2,6,4
2010-09-15,set10 pink spotty party candles,194,1.25,242.5,3,0,7,7
2010-09-15,set2 red spotty tea towels,4,2.95,11.8,3,0,7,7
2010-09-15,set20 red spotty paper napkins,108,0.74,79.92,3,0,7,7
2010-09-15,set5 red spotty lid glass bowls,84,2.88,241.92,3,0,7,7
2010-09-15,set6 purple butterfly tlights,28,2.1,58.8,7,1,12,8
2010-09-15,set6 red spotty paper cups,228,0.6900000000000001,157.32,3,0,7,7
2010-09-15,skulls water transfer tattoos,12,0.85,10.2,8,0,4,1
2010-09-15,small popcorn holder,77,0.85,65.45,7,1,12,8
2010-09-15,space boy birthday card,96,0.4,38.4,11,1,-1,11
2010-09-15,strawberry ceramic trinket box,38,1.25,47.5,2,1,-1,2
2010-09-15,strawberry charlotte bag,42,1.05,44.1,5,0,8,5
2010-09-15,strawberry lunchbox with cutlery,6,2.55,15.3,9,2,6,4
2010-09-15,sweetheart ceramic trinket box,26,1.25,32.5,2,1,11,2
2010-09-15,tea bag plate red spotty,24,0.85,20.4,3,0,7,7
2010-09-15,tea party birthday card,12,0.42,5.04,11,1,9,11
2010-09-15,tea time tea towels,10,2.95,29.5,9,0,-1,4
2010-09-15,toy tidy pink retrospot,19,2.8,53.2,6,2,5,6
2010-09-15,toy tidy spaceboy,10,2.1,21.0,8,0,8,1
2010-09-15,vintage heads and tails card game,24,1.25,30.0,11,1,9,11
2010-09-15,vintage snap cards,109,0.81,88.29,11,1,-1,11
2010-09-15,vintage union jack bunting,2,8.5,17.0,11,1,-1,11
2010-09-15,vintage union jack cushion cover,10,4.95,49.5,11,1,9,11
2010-09-15,weekend bag vintage rose paisley,5,8.5,42.5,5,0,8,5
2010-09-15,white hanging heart tlight holder,86,3.23,277.78,7,1,12,8
2010-09-15,white spot red ceramic drawer knob,6,1.25,7.5,6,2,5,6
2010-09-15,white wood garden plant ladder,2,9.95,19.9,0,1,3,10
2010-09-15,wood 2 drawer cabinet white finish,4,5.95,23.8,0,1,3,10
2010-09-15,wood black board ant white finish,38,6.0,228.0,0,1,3,10
2010-09-15,wood s3 cabinet ant white finish,26,7.45,193.7,0,1,3,10
2010-09-15,wooden box of dominoes,14,1.25,17.5,0,1,-1,10
2010-09-15,wooden frame antique white,48,2.87,137.76,0,1,3,10
2010-09-15,wooden happy birthday garland,18,2.95,53.1,0,1,3,10
2010-09-15,wooden picture frame white finish,6,2.55,15.3,0,1,3,10
2010-09-15,wooden school colouring set,24,1.65,39.6,0,1,3,10
2010-09-15,woodland charlotte bag,136,0.8200000000000001,111.52,5,0,8,5
2010-09-15,world war 2 gliders asstd designs,19,0.29,5.51,11,1,9,11
2010-09-15,zinc metal heart decoration,18,1.25,22.5,7,1,12,8
2010-09-16,12 pencils small tube red spotty,25,0.65,16.25,3,0,7,7
2010-09-16,12 pencils tall tube woodland,24,0.65,15.6,9,0,-1,7
2010-09-16,3 stripey mice feltcraft,2,1.9500000000000002,3.9,12,1,10,2
2010-09-16,6 ribbons rustic charm,13,1.65,21.45,0,2,6,4
2010-09-16,60 teatime fairy cake cases,48,0.55,26.4,1,3,2,9
2010-09-16,72 sweetheart fairy cake cases,24,0.55,13.2,1,3,2,9
2010-09-16,airline bag vintage jet set red,4,4.25,17.0,5,0,8,5
2010-09-16,antique silver tea glass etched,48,1.25,60.0,0,1,-1,10
2010-09-16,assorted colour bird ornament,128,1.69,216.32,7,1,-1,8
2010-09-16,bag 500g swirly marbles,105,0.56,58.8,5,0,8,5
2010-09-16,baking set 9 piece retrospot,3,4.95,14.85,6,2,5,6
2010-09-16,bathroom metal sign,38,1.0,38.0,4,4,0,0
2010-09-16,beware of the cat metal sign,27,1.69,45.63,4,4,0,0
2010-09-16,blue spotty cup,1,0.85,0.85,3,0,7,7
2010-09-16,box of 24 cocktail parasols,3,0.42,1.26,11,1,9,11
2010-09-16,ceramic cake design spotted mug,10,1.49,14.9,6,2,5,6
2010-09-16,charlotte bag pinkwhite spots,41,0.85,34.85,5,0,8,5
2010-09-16,charlotte bag suki design,1,0.85,0.85,5,0,8,5
2010-09-16,childs apron spaceboy design,13,1.9500000000000002,25.35,8,-1,-1,1
2010-09-16,chocolate this way metal sign,8,2.1,16.8,4,4,0,0
2010-09-16,colour glass tlight holder hanging,48,0.65,31.2,7,1,12,8
2010-09-16,cook with wine metal sign,19,1.9500000000000002,37.05,4,4,0,0
2010-09-16,cream cupid hearts coat hanger,12,3.25,39.0,7,1,12,8
2010-09-16,cream heart card holder,19,3.95,75.05,2,1,11,2
2010-09-16,door mat 3 smiley cats,2,7.49,14.98,10,5,1,3
2010-09-16,door mat fairy cake,3,7.95,23.85,10,5,1,3
2010-09-16,door mat red spot,13,7.72,100.36,10,5,1,3
2010-09-16,door mat spotty home sweet home,14,7.77,108.78,10,5,1,3
2010-09-16,door mat union flag,12,7.72,92.64,10,5,1,3
2010-09-16,doormat hearts,20,7.54,150.8,10,5,1,3
2010-09-16,doormat union jack guns and roses,11,7.35,80.85,10,5,1,3
2010-09-16,doorstop retrospot heart,2,3.75,7.5,6,2,5,6
2010-09-16,edwardian parasol black,16,5.95,95.2,11,1,9,11
2010-09-16,edwardian parasol natural,16,5.95,95.2,11,1,9,11
2010-09-16,fairy cake notebook a5 size,13,0.64,8.32,1,3,2,9
2010-09-16,fancy font birthday card,123,0.42,51.66,11,1,-1,11
2010-09-16,feltcraft 6 flower friends,40,1.85,74.0,12,1,10,2
2010-09-16,feltcraft butterfly hearts,6,1.45,8.7,12,1,10,2
2010-09-16,feltcraft cushion owl,1,3.75,3.75,12,1,10,2
2010-09-16,feltcraft cushion rabbit,4,3.75,15.0,12,1,10,2
2010-09-16,feltcraft doll rosie,25,2.95,73.75,12,1,10,2
2010-09-16,four hook white lovebirds,12,2.1,25.2,7,1,-1,8
2010-09-16,gin tonic diet metal sign,17,2.1,35.7,4,4,0,0
2010-09-16,grand chocolatecandle,72,1.25,90.0,4,4,0,0
2010-09-16,grey floral feltcraft shoulder bag,9,3.75,33.75,12,1,10,2
2010-09-16,hand over the chocolate sign,37,2.1,77.7,4,4,0,0
2010-09-16,hanging heart zinc tlight holder,63,1.49,93.87,7,1,12,8
2010-09-16,hanging jam jar tlight holder,12,0.85,10.2,7,1,12,8
2010-09-16,heart filigree dove small,15,1.25,18.75,2,1,-1,2
2010-09-16,heart ivory trellis small,48,1.25,60.0,2,1,11,2
2010-09-16,heart of wicker large,54,2.95,159.3,2,1,11,2
2010-09-16,home sweet home metal sign,2,2.95,5.9,4,4,0,0
2010-09-16,hook 3 hanger magic garden,12,0.85,10.2,7,1,12,8
2010-09-16,hook 5 hanger magic toadstool,12,1.65,19.8,7,1,12,8
2010-09-16,hot baths metal sign,17,2.1,35.7,4,4,0,0
2010-09-16,hot water bottle tea and sympathy,24,3.95,94.8,12,1,-1,2
2010-09-16,i can only please one person mug,12,1.25,15.0,6,2,5,6
2010-09-16,im on holiday metal sign,37,2.1,77.7,4,4,0,0
2010-09-16,ivory hanging decoration heart,38,0.85,32.3,7,1,12,8
2010-09-16,jumbo bag baroque black white,100,1.9500000000000002,195.0,5,0,8,5
2010-09-16,jumbo bag pink vintage paisley,10,1.9500000000000002,19.5,5,0,8,5
2010-09-16,jumbo bag pink with white spots,60,1.9500000000000002,117.0,5,0,8,5
2010-09-16,jumbo bag scandinavian paisley,62,1.9500000000000002,120.9,5,0,8,5
2010-09-16,jumbo bag spaceboy design,50,1.9500000000000002,97.5,5,0,8,5
2010-09-16,jumbo bag strawberry,90,1.9500000000000002,175.5,5,0,8,5
2010-09-16,jumbo bag toys,70,1.9500000000000002,136.5,5,0,8,5
2010-09-16,jumbo shopper vintage red paisley,70,1.9500000000000002,136.5,5,0,8,5
2010-09-16,jumbo storage bag skulls,128,1.9500000000000002,249.6,5,0,8,5
2010-09-16,key fob shed,5,0.65,3.25,4,4,0,0
2010-09-16,ladies gentlemen metal sign,26,2.55,66.3,4,4,0,0
2010-09-16,large popcorn holder,13,1.65,21.45,7,1,12,8
2010-09-16,love building block word,30,5.87,176.1,2,1,11,8
2010-09-16,lovebird hanging decoration white,4,0.85,3.4,7,1,12,8
2010-09-16,lunch bag black skull,21,1.65,34.65,8,0,8,1
2010-09-16,lunch bag cars blue,31,1.65,51.15,8,0,8,1
2010-09-16,lunch bag red spotty,41,1.65,67.65,3,0,8,7
2010-09-16,lunch bag woodland,30,1.65,49.5,8,0,8,1
2010-09-16,lunchbag pink retrospot,30,1.65,49.5,6,2,5,6
2010-09-16,lunchbag spaceboy design,43,1.65,70.95,8,0,8,1
2010-09-16,lunchbag suki design,21,1.65,34.65,8,0,8,1
2010-09-16,lunchbox with cutlery retrospot,6,2.55,15.3,6,2,5,6
2010-09-16,magic drawing slate spaceboy,7,0.42,2.94,8,0,-1,1
2010-09-16,memo board cottage design,4,4.95,19.8,0,-1,-1,10
2010-09-16,memo board retrospot design,20,4.95,99.0,6,2,5,6
2010-09-16,mini cake stand hanging strawbery,11,4.42,48.62,7,1,12,8
2010-09-16,natural slate rectangle chalkboard,8,1.65,13.2,0,2,-1,10
2010-09-16,no singing metal sign,49,2.1,102.9,4,4,0,0
2010-09-16,pack of 12 hearts design tissues,17,0.29,4.93,1,3,2,9
2010-09-16,pack of 6 birdy gift tags,168,1.19,199.92,1,3,2,9
2010-09-16,pack of 6 pannetone gift boxes,25,2.55,63.75,1,3,2,9
2010-09-16,pack of 60 dinosaur cake cases,78,0.55,42.9,1,3,2,9
2010-09-16,pack of 60 mushroom cake cases,48,0.55,26.4,1,3,2,9
2010-09-16,pack of 60 pink paisley cake cases,48,0.55,26.4,1,3,2,9
2010-09-16,pack of 60 spaceboy cake cases,30,0.55,16.5,1,3,2,9
2010-09-16,pack of 72 retro spot cake cases,72,0.55,39.6,1,3,2,9
2010-09-16,pack of 72 skull cake cases,75,0.55,41.25,1,3,2,9
2010-09-16,paper bunting retro spots,24,2.95,70.8,0,2,6,4
2010-09-16,paper chain kit retro spot,2,2.95,5.9,0,2,6,4
2010-09-16,pink 3 piece mini dots cutlery set,53,3.75,198.75,9,2,6,4
2010-09-16,pink blue felt craft trinket box,90,1.25,112.5,12,1,10,2
2010-09-16,pink doughnut trinket pot,2,1.65,3.3,2,1,11,2
2010-09-16,pink fairy cake childs apron,32,1.9500000000000002,62.4,1,3,2,9
2010-09-16,plasters in tin circus parade,18,1.65,29.7,8,0,4,1
2010-09-16,plasters in tin skulls,42,1.65,69.3,8,0,4,1
2010-09-16,plasters in tin spaceboy,28,1.65,46.2,8,0,4,1
2010-09-16,plasters in tin strongman,28,1.65,46.2,8,0,4,1
2010-09-16,plasters in tin vintage paisley,30,1.65,49.5,8,0,4,1
2010-09-16,plasters in tin woodland animals,1,1.65,1.65,8,0,4,1
2010-09-16,pottering in the shed metal sign,25,1.9500000000000002,48.75,4,4,0,0
2010-09-16,recycling bag retrospot,1,2.1,2.1,6,2,5,6
2010-09-16,red gingham rose jewellery box,31,1.65,51.15,2,1,-1,2
2010-09-16,red spot ceramic drawer knob,60,1.25,75.0,6,2,5,6
2010-09-16,red spotty biscuit tin,6,3.75,22.5,3,0,7,7
2010-09-16,red spotty charlotte bag,110,0.78,85.8,5,0,8,5
2010-09-16,red spotty shopper bag,74,1.58,116.92,3,0,8,7
2010-09-16,red toadstool led night light,37,1.65,61.05,7,1,-1,8
2010-09-16,regency cakestand 3 tier,133,12.08,1606.64,6,2,6,4
2010-09-16,retro spot cake stand,6,10.95,65.7,6,2,5,6
2010-09-16,retro spot large milk jug,3,4.95,14.85,6,2,5,6
2010-09-16,retro spot small milk jug,6,2.55,15.3,6,2,5,6
2010-09-16,retro spot storage jar,12,3.75,45.0,6,2,5,6
2010-09-16,retro spot sugar jam bowl,6,2.55,15.3,6,2,5,6
2010-09-16,retro spot tea set ceramic 11 pc,10,4.95,49.5,6,2,5,6
2010-09-16,retro spots butter dish,6,4.95,29.7,6,2,5,6
2010-09-16,rex cashcarry jumbo shopper,10,0.9500000000000001,9.5,5,0,8,5
2010-09-16,ribbon reel spots design,10,1.65,16.5,0,2,6,4
2010-09-16,round container set of 5 retrospot,3,1.65,4.95,6,2,5,6
2010-09-16,round snack boxes set 4 fruits,1,2.95,2.95,9,2,-1,4
2010-09-16,round snack boxes set4 woodland,1,2.95,2.95,9,2,-1,4
2010-09-16,scottie dog hot water bottle,13,4.95,64.35,12,1,-1,2
2010-09-16,set 12 retro white chalk sticks,2,0.42,0.84,0,2,-1,4
2010-09-16,set of 36 teatime paper doilies,12,1.45,17.4,9,2,6,4
2010-09-16,set of 72 retro spot paper doilies,1,1.45,1.45,9,2,6,4
2010-09-16,set10 pink spotty party candles,50,1.25,62.5,3,0,7,7
2010-09-16,set2 red spotty tea towels,12,2.95,35.4,3,0,7,7
2010-09-16,set20 red spotty paper napkins,12,0.85,10.2,3,0,7,7
2010-09-16,set5 red spotty lid glass bowls,16,2.95,47.2,3,0,7,7
2010-09-16,skull shoulder bag,20,1.65,33.0,8,0,8,1
2010-09-16,skulls water transfer tattoos,29,0.85,24.65,8,0,4,1
2010-09-16,small glass heart trinket pot,32,2.1,67.2,2,1,11,2
2010-09-16,small popcorn holder,28,0.85,23.8,7,1,12,8
2010-09-16,space boy birthday card,24,0.42,10.08,11,1,-1,11
2010-09-16,strawberry ceramic trinket box,40,1.25,50.0,2,1,-1,2
2010-09-16,strawberry lunchbox with cutlery,9,2.55,22.95,9,2,6,4
2010-09-16,swallows greeting card,24,0.42,10.08,11,1,9,11
2010-09-16,tea bag plate red spotty,24,0.85,20.4,3,0,7,7
